,cluster_agglomerative
52.54.15.82,2
52.54.194.109,2
52.54.194.199,2
52.54.241.250,2
52.55.59.72,2
52.6.111.117,2
52.6.122.47,2
52.6.142.213,2
52.6.221.9,2
52.6.253.19,2
52.6.36.75,2
52.6.70.163,2
52.63.87.177,2
52.7.208.137,2
52.71.183.195,2
52.71.210.195,2
52.71.215.87,2
52.72.156.243,2
52.72.159.231,2
52.72.162.120,2
52.72.21.40,2
52.72.24.181,2
52.72.241.201,2
52.72.99.35,2
52.73.21.18,2
52.73.214.223,2
52.73.225.56,2
52.73.230.99,2
52.73.250.52,2
52.73.52.92,2
52.73.77.245,2
52.77.250.219,3
52.84.1.101,2
52.84.117.201,2
52.84.118.10,2
52.84.118.118,2
52.84.118.123,2
52.84.118.126,2
52.84.118.133,2
52.84.118.137,2
52.84.118.146,2
52.84.118.165,2
52.84.118.182,2
52.84.118.20,2
52.84.118.207,2
52.84.118.211,2
52.84.118.216,2
52.84.118.219,2
52.84.118.223,2
52.84.118.228,2
52.84.118.253,2
52.84.118.4,2
52.84.118.45,2
52.84.118.7,2
52.84.118.72,2
52.84.121.137,2
52.84.121.153,2
52.84.121.155,2
52.84.122.201,2
52.84.124.151,2
52.84.124.172,2
52.84.124.233,2
52.84.124.94,2
52.84.128.109,2
52.84.128.114,2
52.84.128.120,2
52.84.128.123,2
52.84.128.13,2
52.84.128.133,2
52.84.128.141,2
52.84.128.153,2
52.84.128.165,2
52.84.128.167,2
52.84.128.169,2
52.84.128.17,2
52.84.128.181,2
52.84.128.182,2
52.84.128.190,2
52.84.128.195,2
52.84.128.201,2
52.84.128.220,2
52.84.128.228,2
52.84.128.246,2
52.84.128.251,2
52.84.128.253,2
52.84.128.40,2
52.84.128.53,2
52.84.128.92,2
52.84.14.100,2
52.84.14.111,2
52.84.14.123,2
52.84.14.158,2
52.84.14.17,2
52.84.14.171,2
52.84.14.173,2
52.84.14.188,2
52.84.14.189,2
52.84.14.194,2
52.84.14.199,2
52.84.14.210,2
52.84.14.221,2
52.84.14.242,2
52.84.14.25,2
52.84.14.76,2
52.84.14.83,2
52.84.14.87,2
52.84.14.90,2
52.84.2.117,2
52.84.2.187,2
52.84.4.225,2
52.84.56.161,2
52.84.57.195,2
52.84.57.47,2
52.84.58.225,1
52.84.59.165,2
52.84.60.216,2
52.84.62.243,2
52.84.63.106,2
52.84.63.11,2
52.84.63.123,2
52.84.63.13,2
52.84.63.141,2
52.84.63.144,2
52.84.63.149,2
52.84.63.151,2
52.84.63.161,2
52.84.63.190,2
52.84.63.202,2
52.84.63.233,2
52.84.63.235,2
52.84.63.25,2
52.84.63.253,2
52.84.63.28,2
52.84.63.3,2
52.84.63.30,2
52.84.63.31,2
52.84.63.36,2
52.84.63.55,2
52.84.63.66,2
52.84.63.69,2
52.84.63.70,2
52.84.63.72,2
52.84.63.76,2
52.84.63.78,2
52.84.63.8,2
52.84.63.83,2
52.84.64.102,2
52.84.64.109,2
52.84.64.113,2
52.84.64.120,2
52.84.64.135,2
52.84.64.138,2
52.84.64.139,2
52.84.64.141,2
52.84.64.147,2
52.84.64.150,2
52.84.64.159,2
52.84.64.161,2
52.84.64.18,2
52.84.64.184,2
52.84.64.185,2
52.84.64.187,2
52.84.64.198,2
52.84.64.208,2
52.84.64.21,2
52.84.64.216,2
52.84.64.218,2
52.84.64.220,2
52.84.64.224,2
52.84.64.226,2
52.84.64.234,2
52.84.64.249,2
52.84.64.250,2
52.84.64.252,2
52.84.64.33,2
52.84.64.39,2
52.84.64.42,2
52.84.64.43,2
52.84.64.50,2
52.84.64.74,2
52.84.64.86,2
52.84.64.96,2
52.84.64.99,2
52.84.65.141,2
52.84.67.200,2
52.84.7.116,2
52.84.7.129,2
52.84.7.131,2
52.84.7.141,2
52.84.7.227,2
52.84.7.238,2
52.84.7.243,2
52.84.7.97,2
52.84.8.215,2
52.85.101.10,2
52.85.101.128,2
52.85.101.138,2
52.85.101.155,2
52.85.101.162,2
52.85.101.164,2
52.85.101.184,2
52.85.101.19,2
52.85.101.2,2
52.85.101.200,2
52.85.101.207,2
52.85.101.215,2
52.85.101.216,2
52.85.101.246,2
52.85.101.254,2
52.85.101.26,2
52.85.101.42,2
52.85.101.75,2
52.85.101.76,2
52.85.101.89,2
52.85.105.23,2
52.85.112.111,2
52.85.112.112,2
52.85.112.176,2
52.85.112.235,2
52.85.112.240,2
52.85.112.242,2
52.85.112.48,2
52.85.112.6,2
52.85.112.63,2
52.85.117.111,2
52.85.117.151,2
52.85.117.197,2
52.85.117.214,2
52.85.117.225,2
52.85.117.232,2
52.85.117.240,2
52.85.117.29,2
52.85.117.6,2
52.85.117.75,2
52.85.117.96,2
52.85.117.97,2
52.85.130.64,2
52.85.130.82,2
52.85.131.106,2
52.85.131.115,2
52.85.131.120,2
52.85.131.123,2
52.85.131.127,2
52.85.131.131,2
52.85.131.140,2
52.85.131.141,2
52.85.131.148,2
52.85.131.149,2
52.85.131.153,2
52.85.131.159,2
52.85.131.165,2
52.85.131.172,2
52.85.131.174,2
52.85.131.177,2
52.85.131.18,2
52.85.131.186,2
52.85.131.188,2
52.85.131.193,2
52.85.131.198,2
52.85.131.201,2
52.85.131.205,2
52.85.131.219,2
52.85.131.22,2
52.85.131.220,2
52.85.131.230,2
52.85.131.236,2
52.85.131.242,2
52.85.131.254,2
52.85.131.34,2
52.85.131.36,2
52.85.131.39,2
52.85.131.60,2
52.85.131.62,2
52.85.131.77,2
52.85.131.95,2
52.85.133.101,2
52.85.133.129,2
52.85.133.130,2
52.85.133.134,2
52.85.133.140,2
52.85.133.147,2
52.85.133.148,2
52.85.133.152,2
52.85.133.155,2
52.85.133.156,2
52.85.133.231,2
52.85.133.237,2
52.85.133.247,2
52.85.133.30,2
52.85.133.32,2
52.85.133.49,2
52.85.133.5,2
52.85.133.62,2
52.85.133.64,2
52.85.133.73,2
52.85.133.91,2
52.85.133.96,2
52.85.135.226,2
52.85.236.252,2
52.85.236.57,2
52.85.236.85,2
52.85.88.72,2
52.85.89.109,2
52.85.89.123,2
52.85.89.135,2
52.85.89.145,2
52.85.89.156,2
52.85.89.167,2
52.85.89.184,2
52.85.89.201,2
52.85.89.208,2
52.85.89.215,2
52.85.89.22,2
52.85.89.221,2
52.85.89.224,2
52.85.89.240,2
52.85.89.3,2
52.85.89.35,2
52.85.89.51,2
52.85.89.52,2
52.85.89.56,2
52.85.89.60,2
52.85.89.62,2
52.85.89.83,2
52.85.89.84,2
52.85.89.85,2
52.85.89.88,2
52.85.89.93,2
52.85.89.94,2
52.85.89.97,2
52.85.89.99,2
52.85.90.105,2
52.85.90.175,2
52.85.90.181,2
52.85.90.189,2
52.85.90.190,2
52.85.90.203,2
52.85.90.219,2
52.85.90.234,2
52.85.90.242,2
52.85.90.243,2
52.85.90.47,2
52.85.90.51,2
52.85.90.57,2
52.85.90.58,2
52.85.90.59,2
52.85.90.7,2
52.85.90.72,2
52.85.90.74,2
52.85.90.88,2
52.86.210.189,2
52.86.222.56,2
52.86.241.150,2
52.86.52.30,2
52.86.79.146,2
52.87.102.89,2
52.87.134.6,2
52.87.4.118,2
52.89.179.237,2
52.9.91.159,3
52.94.236.123,2
54.145.132.31,2
54.148.131.146,2
54.148.143.136,2
54.148.174.87,2
54.148.78.135,2
54.149.36.237,2
54.149.52.189,2
54.152.213.73,2
54.152.238.48,2
54.152.67.200,2
54.154.36.248,2
54.156.9.178,2
54.164.173.59,2
54.164.178.102,2
54.164.192.200,2
54.164.34.249,2
54.164.45.172,2
54.165.251.1,2
54.165.252.214,2
54.165.91.238,2
54.172.144.158,2
54.172.67.64,2
54.173.195.187,2
54.173.6.252,2
54.174.111.215,2
54.174.169.159,2
54.174.229.179,2
54.174.27.65,2
54.174.92.97,2
54.175.85.243,2
54.183.87.31,2
54.186.80.147,2
54.187.159.180,2
54.191.181.52,2
54.191.241.246,2
54.191.37.101,2
54.191.46.28,2
54.192.192.114,2
54.192.192.192,2
54.192.193.244,2
54.192.193.78,1
54.192.36.143,2
54.192.37.115,2
54.192.37.131,2
54.192.37.140,2
54.192.37.18,2
54.192.37.20,2
54.192.37.208,2
54.192.37.220,2
54.192.37.231,2
54.192.37.239,2
54.192.37.45,2
54.192.37.54,2
54.192.37.68,2
54.192.37.71,2
54.192.37.98,2
54.192.39.19,2
54.192.52.225,2
54.192.53.65,2
54.192.54.224,2
54.192.54.63,2
54.192.88.25,2
54.192.89.85,2
54.192.91.195,2
54.197.254.72,2
54.201.139.173,2
54.201.62.3,2
54.208.217.84,2
54.208.250.50,2
54.209.114.22,2
54.209.163.240,2
54.209.222.211,2
54.209.6.94,2
54.209.92.179,2
54.210.118.128,2
54.210.241.203,2
54.213.128.137,2
54.213.229.227,2
54.213.24.51,2
54.221.218.84,2
54.221.236.221,2
54.221.244.225,2
54.225.131.61,2
54.225.144.70,2
54.225.151.184,2
54.225.160.173,2
54.225.203.48,2
54.225.214.175,2
54.225.214.89,2
54.225.215.72,2
54.225.224.88,2
54.228.244.151,2
54.230.193.16,2
54.230.36.104,2
54.230.36.67,2
54.230.52.154,2
54.230.55.188,2
54.230.55.97,2
54.230.88.216,2
54.231.113.251,2
54.231.114.211,2
54.231.134.128,2
54.231.134.48,2
54.231.184.222,2
54.231.50.42,2
54.235.106.135,2
54.235.121.85,2
54.235.186.179,2
54.235.198.234,2
54.235.73.206,2
54.235.89.55,2
54.235.89.91,2
54.236.103.50,2
54.236.118.194,2
54.236.222.192,2
54.239.152.231,2
54.239.28.235,2
54.240.190.181,2
54.240.190.61,2
54.240.190.63,1
54.243.109.250,2
54.243.114.54,2
54.243.123.68,2
54.243.144.151,2
54.243.144.32,2
54.243.147.129,2
54.243.149.101,2
54.243.151.79,2
54.243.166.185,2
54.243.169.24,2
54.243.171.199,2
54.243.228.48,2
54.243.236.98,2
54.243.254.17,2
54.243.34.170,2
54.243.41.32,2
54.243.71.56,2
54.243.72.161,2
54.243.73.41,2
54.243.79.104,2
54.36.54.216,2
54.37.229.180,2
54.68.157.14,2
54.69.100.200,2
54.69.171.219,2
54.69.171.226,2
54.69.172.37,2
54.69.20.216,2
54.69.224.218,2
54.69.50.251,2
54.70.252.70,2
54.71.170.35,2
54.76.209.34,2
54.76.63.217,2
54.77.123.143,2
54.77.97.180,2
54.80.218.53,2
54.81.202.245,2
54.81.223.182,2
54.82.121.28,2
54.82.164.135,2
54.82.211.213,2
54.83.191.156,2
54.84.157.239,2
54.84.179.77,2
54.84.207.177,2
54.84.69.113,2
54.84.95.204,2
54.85.111.51,2
54.85.113.210,2
54.85.125.121,2
54.85.210.22,2
54.85.40.222,2
54.85.83.154,2
54.85.83.207,2
54.86.147.193,2
54.86.194.237,2
54.86.197.9,2
54.86.203.244,2
54.86.210.165,2
54.86.40.179,2
54.86.47.4,2
54.87.211.125,2
54.88.179.172,2
54.88.232.72,2
58.136.93.150,3
58.157.42.125,2
58.185.29.178,5
58.187.70.92,3
58.26.203.58,6
58.27.46.30,2
58.56.117.108,3
58.56.96.27,3
58.57.192.50,3
58.64.10.10,3
58.68.20.150,3
58.71.62.21,6
58.84.22.69,3
59.124.106.85,3
59.125.0.107,3
59.60.31.217,2
59.62.103.76,2
59.90.229.95,3
59.90.84.85,3
59.92.76.44,3
59.97.255.232,3
60.163.30.37,3
60.173.82.156,2
60.191.149.99,3
60.191.38.78,2
60.249.250.46,3
60.250.87.222,3
60.251.157.31,3
61.0.235.90,2
61.12.38.70,3
61.131.207.66,3
61.160.221.228,3
61.172.243.225,2
61.19.104.78,6
61.19.64.58,2
61.19.80.99,3
61.2.14.14,6
61.216.99.175,3
61.228.154.112,3
61.5.55.18,3
61.62.184.231,3
61.62.246.109,3
61.7.242.98,3
61.8.129.66,6
61.94.214.213,6
61.94.37.182,3
62.117.117.106,6
62.133.162.61,2
62.149.73.179,2
62.149.99.239,2
62.176.18.195,2
62.182.11.3,3
62.182.76.68,6
62.183.115.226,3
62.210.124.235,5
62.210.204.126,3
62.210.204.58,3
62.221.79.86,3
62.85.68.253,3
62.97.112.104,3
63.130.129.63,2
63.130.38.30,2
63.134.242.15,2
63.140.54.191,2
63.141.142.121,2
63.141.159.117,2
63.146.120.177,2
63.241.180.196,3
63.251.210.233,2
63.251.88.51,2
63.251.88.56,2
63.251.88.57,2
63.251.98.12,2
64.255.128.138,2
64.69.216.234,2
64.74.232.52,2
64.90.206.119,2
65.123.202.139,2
65.158.47.45,2
65.158.47.56,2
65.158.47.99,2
65.255.120.56,2
65.46.163.230,3
65.55.44.108,1
65.55.44.109,1
65.99.228.20,2
66.119.144.157,2
66.150.118.12,2
66.150.118.16,2
66.150.118.31,2
66.150.118.32,2
66.150.118.41,2
66.150.118.42,2
66.150.118.43,2
66.150.118.44,2
66.150.118.50,2
66.150.118.52,2
66.150.118.54,2
66.150.118.55,2
66.150.118.61,2
66.150.118.65,2
66.150.121.21,2
66.154.112.42,3
66.161.227.18,3
66.162.234.202,3
66.171.241.110,2
66.192.199.154,2
66.199.113.158,2
66.218.72.112,2
66.23.227.15,2
66.235.138.195,2
66.235.139.19,2
66.235.139.207,2
66.235.144.193,2
66.235.144.249,2
66.235.146.77,2
66.235.147.236,2
66.235.147.237,2
66.235.147.238,2
66.235.147.240,2
66.235.147.244,2
66.235.147.246,2
66.235.153.38,2
66.240.213.93,2
66.240.219.146,2
66.70.160.144,2
66.96.149.1,2
67.100.136.146,2
67.154.189.4,3
67.202.179.26,2
67.216.174.244,3
67.225.141.161,2
67.227.156.183,1
67.41.255.121,2
67.78.106.132,3
68.64.209.254,2
68.65.151.102,2
68.67.178.109,2
68.67.178.132,2
68.67.178.134,2
68.67.178.138,2
68.67.178.173,2
68.67.178.230,2
68.67.178.246,2
68.67.180.44,2
68.67.180.45,2
69.128.116.250,2
69.147.92.11,2
69.147.92.12,2
69.150.162.187,2
69.165.220.134,3
69.172.216.55,2
69.172.216.58,2
69.31.11.199,2
69.31.28.146,2
69.49.100.146,2
69.49.100.147,2
69.64.94.141,2
69.73.46.30,3
71.1.214.19,2
71.40.80.59,3
71.78.8.242,3
71.9.156.30,2
72.139.0.114,2
72.165.185.54,2
72.167.239.239,1
72.21.202.25,2
72.21.81.200,2
72.21.81.240,2
72.21.91.110,2
72.21.91.113,2
72.21.91.29,1
72.21.91.41,2
72.21.91.42,2
72.21.91.66,2
72.21.91.70,2
72.21.91.8,2
72.213.94.219,2
72.247.176.85,2
72.247.8.180,2
72.30.2.182,2
72.30.3.43,2
72.38.71.6,2
72.38.76.18,2
72.94.32.44,2
73.174.235.114,2
74.113.188.100,2
74.114.149.247,2
74.117.199.102,2
74.117.206.64,2
74.117.206.68,2
74.118.81.74,3
74.119.119.66,2
74.119.119.68,2
74.119.119.69,2
74.119.119.70,2
74.119.119.76,2
74.119.119.79,2
74.119.119.84,2
74.119.119.96,2
74.121.138.26,2
74.122.121.120,3
74.125.135.147,2
74.125.136.120,2
74.125.28.103,2
74.125.28.104,2
74.125.28.105,2
74.125.28.106,2
74.125.28.147,2
74.125.28.94,2
74.125.28.99,2
74.125.34.46,2
74.191.95.117,3
74.208.246.208,2
74.208.41.246,3
74.217.43.75,2
74.242.236.227,2
74.6.137.78,2
74.63.151.6,3
74.87.88.130,3
77.106.244.219,2
77.222.108.128,2
77.222.108.145,3
77.222.109.243,3
77.222.115.116,3
77.222.96.26,6
77.222.97.76,3
77.243.191.18,2
77.243.191.21,5
77.243.191.23,5
77.245.97.164,3
77.52.176.202,3
77.72.82.125,2
77.72.82.135,2
77.72.82.145,2
77.72.82.147,2
77.72.82.57,2
77.72.82.72,2
77.72.82.80,2
77.72.82.98,2
77.72.85.14,2
77.87.103.95,3
77.88.47.85,2
77.91.195.53,3
78.100.65.226,2
78.131.58.254,2
78.157.239.11,3
78.184.139.136,3
78.186.122.59,2
78.186.36.129,3
78.186.41.101,6
78.186.88.100,3
78.187.109.9,6
78.189.206.90,2
78.189.95.64,3
78.29.28.166,3
78.31.64.142,6
78.37.70.230,3
78.39.61.22,3
78.56.177.118,3
78.85.5.62,3
79.124.31.19,2
79.134.154.38,3
79.142.88.110,3
79.164.140.45,2
79.164.46.51,2
79.172.0.172,3
79.173.251.150,3
79.174.248.227,6
79.53.43.134,3
8.2.208.240,2
8.253.110.234,2
8.253.185.223,2
8.253.185.95,2
8.41.222.241,2
8.43.72.113,2
8.43.72.22,2
8.43.72.32,2
8.43.72.34,2
8.43.72.42,2
8.43.72.52,2
8.43.72.54,2
8.43.72.62,2
8.43.72.67,2
8.43.72.97,2
8.43.72.98,2
80.14.23.93,3
80.211.191.142,2
80.244.178.69,2
80.246.94.4,3
80.255.80.94,2
80.29.122.27,3
80.36.162.33,2
80.82.66.185,3
80.86.71.130,3
80.91.190.168,2
81.128.233.210,3
81.137.195.75,2
81.192.225.36,2
81.213.241.153,3
81.219.150.218,3
81.30.208.11,3
81.30.223.95,3
81.88.195.122,3
81.9.208.152,3
82.11.79.37,3
82.138.49.230,3
82.198.171.178,3
82.199.102.246,3
82.207.72.94,3
82.208.180.67,3
82.221.105.6,2
82.222.48.222,3
82.223.15.112,2
82.37.247.211,3
82.80.41.234,3
83.110.107.154,3
83.110.159.112,3
83.110.97.110,3
83.142.233.148,3
83.149.44.240,3
83.149.45.235,2
83.149.46.144,3
83.149.47.210,3
83.17.9.146,3
83.30.30.167,2
84.201.133.21,2
84.22.167.61,2
84.237.128.122,3
84.39.244.43,3
84.42.19.70,3
84.54.141.225,3
85.110.66.211,3
85.111.77.177,3
85.130.86.173,3
85.132.5.14,3
85.174.84.86,3
85.218.242.8,3
85.234.130.189,2
85.92.185.147,3
85.98.45.109,6
86.213.21.167,2
86.96.196.62,2
87.110.140.120,3
87.117.56.52,3
87.117.6.207,3
87.205.21.84,3
87.229.197.168,3
87.241.197.238,3
87.245.139.210,3
87.246.157.124,3
88.135.124.169,6
88.200.166.18,3
88.200.237.123,3
88.206.61.255,6
88.230.154.69,3
88.240.192.101,3
88.243.174.102,2
88.255.159.106,3
88.255.183.34,6
88.255.251.92,2
88.255.35.190,3
88.255.50.192,3
88.255.50.200,6
88.87.200.58,6
89.107.112.42,3
89.109.236.207,3
89.151.179.45,3
89.163.206.220,2
89.165.8.72,3
89.19.111.196,3
89.19.180.36,3
89.19.26.186,3
89.207.108.59,3
89.207.88.131,3
89.215.250.83,6
89.218.50.6,2
89.218.69.2,3
89.218.85.190,3
89.219.107.95,3
89.232.70.107,3
89.248.167.131,2
89.248.173.144,2
89.39.113.8,2
89.41.245.128,3
89.43.143.189,3
91.126.105.227,3
91.148.123.86,3
91.191.19.129,3
91.193.172.134,3
91.193.172.153,3
91.197.187.57,2
91.205.128.229,3
91.207.54.2,2
91.211.106.103,3
91.216.133.114,3
91.228.236.128,3
91.230.191.62,2
91.232.146.131,3
91.232.8.208,3
91.233.145.48,3
91.237.182.72,3
91.243.196.38,6
91.98.113.211,3
91.98.70.153,3
92.223.231.190,2
92.252.143.221,3
92.252.156.184,3
92.45.199.113,3
92.45.52.78,3
92.49.190.119,3
92.51.66.2,3
92.51.75.246,3
93.114.130.163,3
93.157.144.76,3
93.157.175.19,2
93.158.246.28,3
93.163.74.58,6
93.177.176.148,3
93.183.216.136,2
93.184.215.240,2
93.184.216.172,2
93.184.216.180,2
93.184.216.182,2
93.62.229.194,3
93.64.246.234,3
93.65.186.41,3
93.80.174.180,2
93.80.29.108,6
93.94.219.130,3
94.130.104.11,2
94.137.9.242,3
94.20.77.77,3
94.21.221.6,3
94.232.104.21,6
94.25.8.218,3
94.29.126.2,2
94.31.29.16,2
94.31.29.249,2
94.31.29.254,2
94.31.29.54,2
94.31.29.64,2
94.75.155.180,6
94.97.121.101,3
94.97.244.203,3
94.97.88.253,3
95.0.136.162,3
95.0.185.19,2
95.107.177.17,3
95.107.5.244,2
95.138.242.206,2
95.143.206.12,3
95.143.7.214,3
95.152.26.148,3
95.180.235.195,3
95.181.2.87,3
95.189.97.98,3
95.215.244.58,3
95.215.48.196,2
95.221.78.7,3
95.241.16.109,6
95.27.41.119,3
95.29.189.238,3
95.31.173.132,6
95.46.171.249,3
95.47.104.216,3
95.52.229.3,3
95.58.86.54,2
95.6.16.145,3
95.67.40.135,3
95.67.79.82,2
95.71.149.6,6
95.78.161.39,3
96.16.153.170,2
96.16.79.82,2
96.17.102.31,2
96.43.104.252,3
96.57.36.42,2
96.66.25.17,5
96.67.34.199,2
96.7.48.63,2
97.76.12.186,6
97.77.39.118,2
97.92.104.246,2
98.100.152.66,3
98.138.49.92,2
98.139.225.35,2
98.139.28.141,2
98.142.110.66,3
98.209.125.19,2
99.229.42.185,2
104.16.146.229,2
104.16.160.13,2
104.16.162.13,2
104.16.164.13,2
104.16.5.159,2
104.160.64.30,2
104.17.175.200,2
104.17.176.200,2
104.17.177.200,2
104.17.178.200,2
104.17.179.200,2
104.18.33.186,2
104.196.121.170,2
104.196.173.14,2
104.196.173.4,2
104.196.176.36,2
104.196.212.162,2
104.196.97.66,2
104.196.98.113,2
104.24.110.169,2
104.244.43.177,2
104.244.43.209,2
104.31.74.124,2
104.31.75.124,2
107.22.140.69,2
107.22.187.194,2
107.22.216.68,2
107.22.242.114,2
108.168.218.170,2
108.168.218.173,2
120.50.136.181,2
122.9.245.150,2
13.107.18.11,2
13.107.43.11,2
13.32.16.11,2
13.33.160.40,2
13.33.164.216,2
13.33.164.228,2
13.33.164.37,2
13.33.164.38,2
13.33.164.91,2
13.33.165.72,2
13.56.126.150,2
13.78.235.126,2
13.89.185.177,2
131.202.240.17,2
131.202.242.193,2
131.253.61.64,2
131.253.61.66,2
131.253.61.68,2
131.253.61.70,2
131.253.61.82,2
131.253.61.84,2
131.253.61.86,2
131.253.61.98,2
138.108.6.20,2
138.197.51.123,2
138.201.8.30,2
144.217.101.180,2
146.20.133.105,2
146.255.103.33,2
147.203.60.11,2
149.202.93.239,2
149.56.163.21,2
149.56.163.33,2
149.56.163.51,2
149.56.163.53,2
15.73.200.26,2
151.101.32.233,2
151.101.65.69,2
151.101.66.49,2
151.139.236.237,2
152.195.14.100,2
152.195.32.110,2
152.195.32.132,2
158.69.27.22,2
159.127.42.105,2
159.127.42.158,2
159.127.42.204,2
159.127.42.76,2
162.208.117.11,2
162.208.20.184,2
162.208.22.39,2
162.252.73.8,2
166.78.139.188,2
169.45.72.149,2
169.45.72.153,2
169.54.33.175,2
169.54.33.189,2
169.55.70.149,2
169.55.70.175,2
169.55.70.195,2
169.55.70.244,2
172.217.13.74,2
172.217.17.67,2
172.217.20.35,2
172.217.7.142,2
172.82.206.16,2
173.192.91.155,2
173.192.91.158,2
173.194.68.156,2
173.241.242.143,2
173.241.242.220,2
173.241.244.143,2
173.241.244.220,2
178.250.0.77,2
178.250.0.85,2
18.217.166.230,2
184.72.248.115,2
184.73.155.237,2
184.73.198.158,2
185.235.85.232,2
185.235.85.75,2
185.54.150.19,2
185.93.1.12,2
185.93.1.4,2
192.30.253.113,2
192.33.31.161,2
192.35.249.120,2
192.65.229.43,2
192.99.44.208,2
195.209.111.17,2
198.11.132.250,2
198.51.152.178,2
198.51.152.179,2
198.51.152.183,2
198.8.70.128,2
199.166.0.200,2
199.38.165.26,2
199.38.165.28,2
199.38.167.128,2
199.38.167.129,2
199.38.167.202,2
199.38.167.209,2
199.59.149.243,2
204.13.197.71,2
204.13.197.86,2
204.154.111.108,2
204.154.111.109,2
204.154.111.110,2
204.154.111.114,2
204.154.111.116,2
204.154.111.118,2
204.154.111.119,2
204.154.111.121,2
204.154.111.122,2
204.154.111.131,2
204.154.111.134,2
204.2.197.201,2
204.2.197.211,2
204.2.197.214,2
204.238.82.5,2
204.79.197.203,2
205.186.147.63,2
205.218.48.210,2
205.247.120.100,2
208.101.15.35,2
208.111.131.129,2
208.111.135.1,2
208.111.161.154,2
208.43.71.132,2
208.89.12.87,2
209.15.36.32,2
209.204.227.238,2
209.85.203.121,2
209.85.203.19,2
212.199.163.170,2
213.155.156.185,2
216.155.194.56,2
216.168.252.240,2
216.184.8.41,2
216.200.232.114,2
216.200.232.172,2
216.200.232.185,2
216.200.232.195,2
216.200.232.201,2
216.200.232.216,2
216.58.209.131,2
216.58.211.169,2
216.58.217.162,2
216.58.217.170,2
216.58.217.74,2
216.92.2.155,2
217.10.139.198,2
224.0.0.22,1
224.0.0.252,1
23.15.7.121,2
23.15.7.136,2
23.15.7.144,2
23.21.170.133,2
23.21.185.100,2
23.218.55.94,2
23.227.37.162,2
23.227.55.162,2
23.23.232.167,2
23.23.76.125,2
23.23.99.109,2
23.36.32.155,2
23.36.92.19,2
23.92.190.68,2
23.92.190.69,2
23.92.190.74,2
239.255.255.250,2
34.192.139.216,2
34.193.235.26,2
34.194.105.86,2
34.194.227.0,2
34.194.91.245,2
34.195.142.8,2
34.195.146.49,2
34.197.14.68,2
34.198.108.15,2
34.198.112.216,2
34.198.134.222,2
34.198.61.240,2
34.199.135.89,2
34.199.199.109,2
34.201.37.24,2
34.202.15.38,2
34.203.99.28,2
34.204.79.15,2
34.205.1.52,2
34.207.165.252,2
34.213.198.1,2
34.224.133.46,2
34.224.157.199,2
34.227.203.141,2
34.230.178.190,2
34.231.128.133,2
34.232.28.246,2
34.233.138.21,2
34.233.216.98,2
34.233.94.222,2
34.234.168.117,2
34.235.65.10,2
34.235.70.86,2
34.236.183.236,2
34.236.96.209,2
34.237.234.255,2
34.238.24.243,2
34.239.169.214,2
35.168.153.218,2
35.170.15.15,2
35.170.72.196,2
35.185.110.45,2
35.185.57.166,2
35.185.64.230,2
35.185.66.230,2
35.185.82.249,2
35.186.161.59,2
35.190.139.114,2
35.190.152.89,2
35.190.165.235,2
35.190.189.144,2
35.196.173.150,2
35.196.63.76,2
40.69.222.109,2
40.77.228.92,2
40.79.85.125,2
45.32.138.106,2
45.32.138.210,2
46.236.32.132,2
5.196.119.249,2
50.116.194.21,2
50.116.194.23,2
50.17.228.201,2
50.19.51.56,2
50.31.185.52,2
50.63.202.25,2
50.97.130.118,2
52.0.228.151,2
52.0.88.153,2
52.1.135.132,2
52.165.231.192,2
52.17.86.110,2
52.183.114.173,2
52.2.254.235,2
52.200.15.156,2
52.203.90.24,2
52.203.95.194,2
52.204.61.141,2
52.207.123.112,2
52.21.113.122,2
52.210.28.195,2
52.216.162.179,2
52.218.144.63,2
52.218.160.47,2
52.218.192.115,2
52.218.192.195,2
52.218.192.203,2
52.218.192.211,2
52.218.193.203,2
52.218.193.227,2
52.218.200.19,2
52.218.200.43,2
52.218.200.75,2
52.218.209.203,2
52.222.218.60,2
52.3.10.212,2
52.3.17.42,2
52.3.87.23,2
52.4.13.198,2
52.4.79.23,2
52.44.223.121,2
52.44.28.158,2
52.45.55.98,2
52.5.199.57,2
52.5.72.221,2
52.54.21.20,2
52.55.152.195,2
52.6.211.205,2
52.6.212.75,2
52.6.225.23,2
52.7.168.73,2
52.70.92.239,2
52.72.180.251,2
52.72.229.26,2
52.73.178.249,2
52.73.182.32,2
52.73.71.163,2
52.84.118.230,2
52.84.118.27,2
52.84.121.235,2
52.84.128.108,2
52.84.128.155,2
52.84.128.26,2
52.84.14.161,2
52.84.14.214,2
52.84.5.239,2
52.84.57.12,2
52.84.63.124,2
52.84.63.179,2
52.84.63.197,2
52.84.64.114,2
52.84.64.12,2
52.84.64.156,2
52.84.64.173,2
52.84.64.199,2
52.84.64.204,2
52.84.64.210,2
52.84.64.225,2
52.84.64.240,2
52.84.64.47,2
52.84.64.5,2
52.84.64.72,2
52.84.64.75,2
52.84.64.84,2
52.84.7.136,2
52.84.7.217,2
52.85.101.127,2
52.85.101.221,2
52.85.101.5,2
52.85.112.18,2
52.85.112.246,2
52.85.130.119,2
52.85.131.202,2
52.85.131.209,2
52.85.131.221,2
52.85.131.84,2
52.85.133.160,2
52.85.133.209,2
