,cluster_kmeans
52.54.194.199,1
52.54.241.250,1
52.55.59.72,1
52.6.111.117,1
52.6.122.47,1
52.6.142.213,1
52.6.221.9,1
52.6.253.19,1
52.6.36.75,1
52.6.70.163,1
52.63.87.177,1
52.7.208.137,1
52.71.183.195,1
52.71.210.195,1
52.71.215.87,1
52.72.156.243,1
52.72.159.231,1
52.72.162.120,1
52.72.21.40,1
52.72.24.181,1
52.72.241.201,1
52.72.99.35,1
52.73.21.18,1
52.73.214.223,1
52.73.225.56,1
52.73.230.99,1
52.73.250.52,1
52.73.52.92,1
52.73.77.245,1
52.77.250.219,4
52.84.1.101,1
52.84.117.201,1
52.84.118.10,1
52.84.118.118,1
52.84.118.123,1
52.84.118.126,1
52.84.118.133,1
52.84.118.137,1
52.84.118.146,1
52.84.118.165,1
52.84.118.182,1
52.84.118.20,1
52.84.118.207,1
52.84.118.211,1
52.84.118.216,1
52.84.118.219,1
52.84.118.223,1
52.84.118.228,1
52.84.118.253,1
52.84.118.4,1
52.84.118.45,1
52.84.118.7,1
52.84.118.72,1
52.84.121.137,1
52.84.121.153,1
52.84.121.155,1
52.84.122.201,0
52.84.124.151,1
52.84.124.172,1
52.84.124.233,1
52.84.124.94,1
52.84.128.109,1
52.84.128.114,1
52.84.128.120,1
52.84.128.123,1
52.84.128.13,1
52.84.128.133,1
52.84.128.141,1
52.84.128.153,1
52.84.128.165,1
52.84.128.167,1
52.84.128.169,1
52.84.128.17,1
52.84.128.181,1
52.84.128.182,1
52.84.128.190,1
52.84.128.195,1
52.84.128.201,1
52.84.128.220,1
52.84.128.228,1
52.84.128.246,1
52.84.128.251,1
52.84.128.253,1
52.84.128.40,1
52.84.128.53,1
52.84.128.92,1
52.84.14.100,1
52.84.14.111,1
52.84.14.123,1
52.84.14.158,1
52.84.14.17,1
52.84.14.171,1
52.84.14.173,1
52.84.14.188,1
52.84.14.189,1
52.84.14.194,1
52.84.14.199,1
52.84.14.210,1
52.84.14.221,1
52.84.14.242,1
52.84.14.25,1
52.84.14.76,1
52.84.14.83,1
52.84.14.87,1
52.84.14.90,1
52.84.2.117,1
52.84.2.187,1
52.84.4.225,0
52.84.56.161,1
52.84.57.195,1
52.84.57.47,1
52.84.58.225,0
52.84.59.165,1
52.84.60.216,1
52.84.62.243,1
52.84.63.106,1
52.84.63.11,1
52.84.63.123,1
52.84.63.13,1
52.84.63.141,1
52.84.63.144,1
52.84.63.149,1
52.84.63.151,1
52.84.63.161,1
52.84.63.190,1
52.84.63.202,1
52.84.63.233,1
52.84.63.235,1
52.84.63.25,1
52.84.63.253,1
52.84.63.28,1
52.84.63.3,1
52.84.63.30,1
52.84.63.31,1
52.84.63.36,1
52.84.63.55,1
52.84.63.66,1
52.84.63.69,1
52.84.63.70,1
52.84.63.72,1
52.84.63.76,1
52.84.63.78,1
52.84.63.8,1
52.84.63.83,1
52.84.64.102,1
52.84.64.109,1
52.84.64.113,1
52.84.64.120,1
52.84.64.135,1
52.84.64.138,1
52.84.64.139,1
52.84.64.141,1
52.84.64.147,1
52.84.64.150,1
52.84.64.159,1
52.84.64.161,1
52.84.64.18,1
52.84.64.184,1
52.84.64.185,1
52.84.64.187,1
52.84.64.198,1
52.84.64.208,1
52.84.64.21,1
52.84.64.216,1
52.84.64.218,1
52.84.64.220,1
52.84.64.224,1
52.84.64.226,1
52.84.64.234,1
52.84.64.249,1
52.84.64.250,1
52.84.64.252,1
52.84.64.33,1
52.84.64.39,1
52.84.64.42,1
52.84.64.43,1
52.84.64.50,1
52.84.64.74,1
52.84.64.86,1
52.84.64.96,1
52.84.64.99,1
52.84.65.141,1
52.84.67.200,1
52.84.7.116,1
52.84.7.129,1
52.84.7.131,1
52.84.7.141,1
52.84.7.227,1
52.84.7.238,1
52.84.7.243,1
52.84.7.97,1
52.84.8.215,1
52.85.101.10,1
52.85.101.128,1
52.85.101.138,1
52.85.101.155,1
52.85.101.162,1
52.85.101.164,1
52.85.101.184,1
52.85.101.19,1
52.85.101.2,1
52.85.101.200,1
52.85.101.207,1
52.85.101.215,1
52.85.101.216,1
52.85.101.246,1
52.85.101.254,1
52.85.101.26,1
52.85.101.42,1
52.85.101.75,1
52.85.101.76,1
52.85.101.89,1
52.85.105.23,1
52.85.112.111,1
52.85.112.112,1
52.85.112.176,1
52.85.112.235,1
52.85.112.240,1
52.85.112.242,1
52.85.112.48,1
52.85.112.6,1
52.85.112.63,1
52.85.117.111,1
52.85.117.151,1
52.85.117.197,1
52.85.117.214,1
52.85.117.225,1
52.85.117.232,1
52.85.117.240,1
52.85.117.29,1
52.85.117.6,1
52.85.117.75,1
52.85.117.96,1
52.85.117.97,1
52.85.130.64,1
52.85.130.82,1
52.85.131.106,1
52.85.131.115,1
52.85.131.120,1
52.85.131.123,1
52.85.131.127,1
52.85.131.131,1
52.85.131.140,1
52.85.131.141,1
52.85.131.148,1
52.85.131.149,1
52.85.131.153,1
52.85.131.159,1
52.85.131.165,1
52.85.131.172,1
52.85.131.174,1
52.85.131.177,1
52.85.131.18,1
52.85.131.186,1
52.85.131.188,1
52.85.131.193,1
52.85.131.198,1
52.85.131.201,1
52.85.131.205,1
52.85.131.219,1
52.85.131.22,1
52.85.131.220,1
52.85.131.230,1
52.85.131.236,1
52.85.131.242,1
52.85.131.254,1
52.85.131.34,1
52.85.131.36,1
52.85.131.39,1
52.85.131.60,1
52.85.131.62,1
52.85.131.77,1
52.85.131.95,1
52.85.133.101,1
52.85.133.129,1
52.85.133.130,1
52.85.133.134,1
52.85.133.140,1
52.85.133.147,1
52.85.133.148,1
52.85.133.152,1
52.85.133.155,1
52.85.133.156,1
52.85.133.231,1
52.85.133.237,1
52.85.133.247,1
52.85.133.30,1
52.85.133.32,1
52.85.133.49,1
52.85.133.5,1
52.85.133.62,1
52.85.133.64,1
52.85.133.73,1
52.85.133.91,1
52.85.133.96,1
52.85.135.226,1
52.85.236.252,1
52.85.236.57,1
52.85.236.85,1
52.85.88.72,1
52.85.89.109,1
52.85.89.123,1
52.85.89.135,1
52.85.89.145,1
52.85.89.156,1
52.85.89.167,1
52.85.89.184,1
52.85.89.201,1
52.85.89.208,1
52.85.89.215,1
52.85.89.22,1
52.85.89.221,1
52.85.89.224,1
52.85.89.240,1
52.85.89.3,1
52.85.89.35,1
52.85.89.51,1
52.85.89.52,1
52.85.89.56,1
52.85.89.60,1
52.85.89.62,1
52.85.89.83,1
52.85.89.84,1
52.85.89.85,1
52.85.89.88,1
52.85.89.93,1
52.85.89.94,1
52.85.89.97,1
52.85.89.99,1
52.85.90.105,1
52.85.90.175,1
52.85.90.181,1
52.85.90.189,1
52.85.90.190,1
52.85.90.203,1
52.85.90.219,1
52.85.90.234,1
52.85.90.242,1
52.85.90.243,1
52.85.90.47,1
52.85.90.51,1
52.85.90.57,1
52.85.90.58,1
52.85.90.59,1
52.85.90.7,1
52.85.90.72,1
52.85.90.74,1
52.85.90.88,1
52.86.210.189,1
52.86.222.56,1
52.86.241.150,1
52.86.52.30,1
52.86.79.146,1
52.87.102.89,1
52.87.134.6,1
52.87.4.118,1
52.89.179.237,1
52.9.91.159,4
52.94.236.123,1
54.145.132.31,1
54.148.131.146,1
54.148.143.136,1
54.148.174.87,1
54.148.78.135,1
54.149.36.237,1
54.149.52.189,1
54.152.213.73,1
54.152.238.48,1
54.152.67.200,1
54.154.36.248,1
54.156.9.178,1
54.164.173.59,1
54.164.178.102,1
54.164.192.200,1
54.164.34.249,1
54.164.45.172,1
54.165.251.1,1
54.165.252.214,1
54.165.91.238,1
54.172.144.158,1
54.172.67.64,1
54.173.195.187,1
54.173.6.252,1
54.174.111.215,1
54.174.169.159,1
54.174.229.179,1
54.174.27.65,1
54.174.92.97,1
54.175.85.243,1
54.183.87.31,1
54.186.80.147,1
54.187.159.180,1
54.191.181.52,1
54.191.241.246,1
54.191.37.101,1
54.191.46.28,1
54.192.192.114,1
54.192.192.192,1
54.192.193.244,1
54.192.193.78,0
54.192.36.143,1
54.192.37.115,1
54.192.37.131,1
54.192.37.140,1
54.192.37.18,1
54.192.37.20,1
54.192.37.208,1
54.192.37.220,1
54.192.37.231,1
54.192.37.239,1
54.192.37.45,1
54.192.37.54,1
54.192.37.68,1
54.192.37.71,1
54.192.37.98,1
54.192.39.19,1
54.192.52.225,1
54.192.53.65,1
54.192.54.224,1
54.192.54.63,1
54.192.88.25,1
54.192.89.85,1
54.192.91.195,1
54.197.254.72,1
54.201.139.173,1
54.201.62.3,1
54.208.217.84,1
54.208.250.50,1
54.209.114.22,1
54.209.163.240,1
54.209.222.211,1
54.209.6.94,1
54.209.92.179,1
54.210.118.128,1
54.210.241.203,1
54.213.128.137,1
54.213.229.227,1
54.213.24.51,1
54.221.218.84,1
54.221.236.221,1
54.221.244.225,1
54.225.131.61,1
54.225.144.70,1
54.225.151.184,1
54.225.160.173,1
54.225.203.48,1
54.225.214.175,1
54.225.214.89,1
54.225.215.72,1
54.225.224.88,1
54.228.244.151,1
54.230.193.16,1
54.230.36.104,1
54.230.36.67,1
54.230.52.154,1
54.230.55.188,1
54.230.55.97,1
54.230.88.216,1
54.231.113.251,1
54.231.114.211,1
54.231.134.128,1
54.231.134.48,1
54.231.184.222,1
54.231.50.42,1
54.235.106.135,1
54.235.121.85,1
54.235.186.179,1
54.235.198.234,1
54.235.73.206,1
54.235.89.55,1
54.235.89.91,1
54.236.103.50,1
54.236.118.194,1
54.236.222.192,1
54.239.152.231,1
54.239.28.235,1
54.240.190.181,1
54.240.190.61,1
54.240.190.63,0
54.243.109.250,1
54.243.114.54,1
54.243.123.68,1
54.243.144.151,1
54.243.144.32,1
54.243.147.129,1
54.243.149.101,1
54.243.151.79,1
54.243.166.185,1
54.243.169.24,1
54.243.171.199,1
54.243.228.48,1
54.243.236.98,1
54.243.254.17,1
54.243.34.170,1
54.243.41.32,1
54.243.71.56,1
54.243.72.161,1
54.243.73.41,1
54.243.79.104,1
54.36.54.216,1
54.37.229.180,1
54.68.157.14,1
54.69.100.200,1
54.69.171.219,1
54.69.171.226,1
54.69.172.37,1
54.69.20.216,1
54.69.224.218,1
54.69.50.251,1
54.70.252.70,1
54.71.170.35,1
54.76.209.34,1
54.76.63.217,1
54.77.123.143,1
54.77.97.180,1
54.80.218.53,1
54.81.202.245,1
54.81.223.182,1
54.82.121.28,1
54.82.164.135,1
54.82.211.213,1
54.83.191.156,1
54.84.157.239,1
54.84.179.77,1
54.84.207.177,1
54.84.69.113,1
54.84.95.204,1
54.85.111.51,1
54.85.113.210,1
54.85.125.121,1
54.85.210.22,1
54.85.40.222,1
54.85.83.154,1
54.85.83.207,1
54.86.147.193,1
54.86.194.237,1
54.86.197.9,1
54.86.203.244,1
54.86.210.165,1
54.86.40.179,1
54.86.47.4,1
54.87.211.125,1
54.88.179.172,1
54.88.232.72,1
58.136.93.150,4
58.157.42.125,1
58.185.29.178,3
58.187.70.92,4
58.26.203.58,2
58.27.46.30,1
58.56.117.108,4
58.56.96.27,4
58.57.192.50,4
58.64.10.10,1
58.68.20.150,4
58.71.62.21,2
58.84.22.69,4
59.124.106.85,4
59.125.0.107,4
59.60.31.217,1
59.62.103.76,1
59.90.229.95,4
59.90.84.85,4
59.92.76.44,4
59.97.255.232,4
60.163.30.37,4
60.173.82.156,1
60.191.149.99,4
60.191.38.78,1
60.249.250.46,4
60.250.87.222,4
60.251.157.31,4
61.0.235.90,1
61.12.38.70,4
61.131.207.66,2
61.160.221.228,4
61.172.243.225,1
61.19.104.78,2
61.19.64.58,1
61.19.80.99,4
61.2.14.14,2
61.216.99.175,4
61.228.154.112,4
61.5.55.18,4
61.62.184.231,4
61.62.246.109,4
61.7.242.98,4
61.8.129.66,2
61.94.214.213,2
61.94.37.182,4
62.117.117.106,2
62.133.162.61,1
62.149.73.179,1
62.149.99.239,1
62.176.18.195,1
62.182.11.3,4
62.182.76.68,2
62.183.115.226,4
62.210.124.235,3
62.210.204.126,4
62.210.204.58,4
62.221.79.86,4
62.85.68.253,4
62.97.112.104,4
63.130.129.63,1
63.130.38.30,1
63.134.242.15,1
63.140.54.191,1
63.141.142.121,1
63.141.159.117,1
63.146.120.177,1
63.241.180.196,4
63.251.210.233,1
63.251.88.51,1
63.251.88.56,1
63.251.88.57,1
63.251.98.12,1
64.255.128.138,1
64.69.216.234,1
64.74.232.52,1
64.90.206.119,1
65.123.202.139,1
65.158.47.45,1
65.158.47.56,1
65.158.47.99,1
65.255.120.56,1
65.46.163.230,2
65.55.44.108,0
65.55.44.109,0
65.99.228.20,1
66.119.144.157,1
66.150.118.12,1
66.150.118.16,1
66.150.118.31,1
66.150.118.32,1
66.150.118.41,1
66.150.118.42,1
66.150.118.43,1
66.150.118.44,1
66.150.118.50,1
66.150.118.52,1
66.150.118.54,1
66.150.118.55,1
66.150.118.61,1
66.150.118.65,1
66.150.121.21,1
66.154.112.42,4
66.161.227.18,4
66.162.234.202,1
66.171.241.110,1
66.192.199.154,1
66.199.113.158,1
66.218.72.112,1
66.23.227.15,1
66.235.138.195,1
66.235.139.19,1
66.235.139.207,1
66.235.144.193,1
66.235.144.249,1
66.235.146.77,1
66.235.147.236,1
66.235.147.237,1
66.235.147.238,1
66.235.147.240,1
66.235.147.244,1
66.235.147.246,1
66.235.153.38,1
66.240.213.93,1
66.240.219.146,1
66.70.160.144,1
66.96.149.1,1
67.100.136.146,1
67.154.189.4,4
67.202.179.26,1
67.216.174.244,4
67.225.141.161,1
67.227.156.183,0
67.41.255.121,1
67.78.106.132,4
68.64.209.254,1
68.65.151.102,1
68.67.178.109,1
68.67.178.132,1
68.67.178.134,1
68.67.178.138,1
68.67.178.173,1
68.67.178.230,1
68.67.178.246,1
68.67.180.44,1
68.67.180.45,1
69.128.116.250,1
69.147.92.11,1
69.147.92.12,1
69.150.162.187,1
69.165.220.134,4
69.172.216.55,1
69.172.216.58,1
69.31.11.199,1
69.31.28.146,1
69.49.100.146,1
69.49.100.147,1
69.64.94.141,1
69.73.46.30,4
71.1.214.19,1
71.40.80.59,4
71.78.8.242,4
71.9.156.30,1
72.139.0.114,1
72.165.185.54,1
72.167.239.239,0
72.21.202.25,1
72.21.81.200,1
72.21.81.240,1
72.21.91.110,1
72.21.91.113,1
72.21.91.29,0
72.21.91.41,1
72.21.91.42,1
72.21.91.66,1
72.21.91.70,1
72.21.91.8,1
72.213.94.219,1
72.247.176.85,1
72.247.8.180,1
72.30.2.182,1
72.30.3.43,1
72.38.71.6,1
72.38.76.18,1
72.94.32.44,1
73.174.235.114,1
74.113.188.100,1
74.114.149.247,1
74.117.199.102,1
74.117.206.64,1
74.117.206.68,1
74.118.81.74,4
74.119.119.66,1
74.119.119.68,1
74.119.119.69,1
74.119.119.70,1
74.119.119.76,1
74.119.119.79,1
74.119.119.84,1
74.119.119.96,1
74.121.138.26,1
74.122.121.120,4
74.125.135.147,1
74.125.136.120,1
74.125.28.103,1
74.125.28.104,1
74.125.28.105,1
74.125.28.106,1
74.125.28.147,1
74.125.28.94,1
74.125.28.99,1
74.125.34.46,1
74.191.95.117,4
74.208.246.208,1
74.208.41.246,4
74.217.43.75,1
74.242.236.227,1
74.6.137.78,1
74.63.151.6,4
74.87.88.130,4
77.106.244.219,1
77.222.108.128,1
77.222.108.145,4
77.222.109.243,4
77.222.115.116,4
77.222.96.26,2
77.222.97.76,4
77.243.191.18,1
77.243.191.21,3
77.243.191.23,3
77.245.97.164,4
77.52.176.202,4
77.72.82.125,1
77.72.82.135,1
77.72.82.145,1
77.72.82.147,1
77.72.82.57,1
77.72.82.72,1
77.72.82.80,1
77.72.82.98,1
77.72.85.14,1
77.87.103.95,4
77.88.47.85,1
77.91.195.53,4
78.100.65.226,1
78.131.58.254,1
78.157.239.11,4
78.184.139.136,4
78.186.122.59,1
78.186.36.129,4
78.186.41.101,2
78.186.88.100,4
78.187.109.9,2
78.189.206.90,1
78.189.95.64,4
78.29.28.166,4
78.31.64.142,2
78.37.70.230,4
78.39.61.22,4
78.56.177.118,4
78.85.5.62,4
79.124.31.19,1
79.134.154.38,4
79.142.88.110,4
79.164.140.45,1
79.164.46.51,1
79.172.0.172,4
79.173.251.150,4
79.174.248.227,2
79.53.43.134,4
8.2.208.240,1
8.253.110.234,1
8.253.185.223,1
8.253.185.95,1
8.41.222.241,1
8.43.72.113,1
8.43.72.22,1
8.43.72.32,1
8.43.72.34,1
8.43.72.42,1
8.43.72.52,1
8.43.72.54,1
8.43.72.62,1
8.43.72.67,1
8.43.72.97,1
8.43.72.98,1
80.14.23.93,4
80.211.191.142,1
80.244.178.69,1
80.246.94.4,4
80.255.80.94,1
80.29.122.27,2
80.36.162.33,1
80.82.66.185,4
80.86.71.130,4
80.91.190.168,1
81.128.233.210,4
81.137.195.75,1
81.192.225.36,1
81.213.241.153,4
81.219.150.218,4
81.30.208.11,4
81.30.223.95,4
81.88.195.122,4
81.9.208.152,4
82.11.79.37,4
82.138.49.230,4
82.198.171.178,4
82.199.102.246,4
82.207.72.94,4
82.208.180.67,2
82.221.105.6,1
82.222.48.222,4
82.223.15.112,1
82.37.247.211,4
82.80.41.234,4
83.110.107.154,4
83.110.159.112,4
83.110.97.110,4
83.142.233.148,4
83.149.44.240,4
83.149.45.235,1
83.149.46.144,4
83.149.47.210,4
83.17.9.146,4
83.30.30.167,1
84.201.133.21,1
84.22.167.61,1
84.237.128.122,4
84.39.244.43,4
84.42.19.70,4
84.54.141.225,4
85.110.66.211,4
85.111.77.177,4
85.130.86.173,4
85.132.5.14,4
85.174.84.86,4
85.218.242.8,4
85.234.130.189,1
85.92.185.147,2
85.98.45.109,2
86.213.21.167,1
86.96.196.62,1
87.110.140.120,4
87.117.56.52,4
87.117.6.207,4
87.205.21.84,4
87.229.197.168,4
87.241.197.238,4
87.245.139.210,4
87.246.157.124,4
88.135.124.169,2
88.200.166.18,4
88.200.237.123,4
88.206.61.255,2
88.230.154.69,4
88.240.192.101,4
88.243.174.102,1
88.255.159.106,1
88.255.183.34,2
88.255.251.92,1
88.255.35.190,4
88.255.50.192,4
88.255.50.200,2
88.87.200.58,2
89.107.112.42,4
89.109.236.207,4
89.151.179.45,1
89.163.206.220,1
89.165.8.72,4
89.19.111.196,4
89.19.180.36,4
89.19.26.186,1
89.207.108.59,4
89.207.88.131,4
89.215.250.83,2
89.218.50.6,1
89.218.69.2,4
89.218.85.190,4
89.219.107.95,4
89.232.70.107,4
89.248.167.131,1
89.248.173.144,1
89.39.113.8,1
89.41.245.128,4
89.43.143.189,4
91.126.105.227,4
91.148.123.86,2
91.191.19.129,4
91.193.172.134,4
91.193.172.153,4
91.197.187.57,1
91.205.128.229,4
91.207.54.2,1
91.211.106.103,2
91.216.133.114,4
91.228.236.128,4
91.230.191.62,1
91.232.146.131,4
91.232.8.208,4
91.233.145.48,4
91.237.182.72,4
91.243.196.38,2
91.98.113.211,4
91.98.70.153,4
92.223.231.190,1
92.252.143.221,4
92.252.156.184,4
92.45.199.113,4
92.45.52.78,4
92.49.190.119,4
92.51.66.2,4
92.51.75.246,4
93.114.130.163,4
93.157.144.76,4
93.157.175.19,1
93.158.246.28,4
93.163.74.58,2
93.177.176.148,4
93.183.216.136,3
93.184.215.240,1
93.184.216.172,1
93.184.216.180,1
93.184.216.182,1
93.62.229.194,4
93.64.246.234,4
93.65.186.41,4
93.80.174.180,1
93.80.29.108,2
93.94.219.130,4
94.130.104.11,1
94.137.9.242,4
94.20.77.77,4
94.21.221.6,4
94.232.104.21,2
94.25.8.218,4
94.29.126.2,1
94.31.29.16,1
94.31.29.249,1
94.31.29.254,1
94.31.29.54,1
94.31.29.64,1
94.75.155.180,2
94.97.121.101,4
94.97.244.203,4
94.97.88.253,4
95.0.136.162,4
95.0.185.19,1
95.107.177.17,4
95.107.5.244,1
95.138.242.206,1
95.143.206.12,4
95.143.7.214,4
95.152.26.148,4
95.180.235.195,4
95.181.2.87,4
95.189.97.98,4
95.215.244.58,4
95.215.48.196,1
95.221.78.7,4
95.241.16.109,2
95.27.41.119,2
95.29.189.238,4
95.31.173.132,2
95.46.171.249,4
95.47.104.216,4
95.52.229.3,4
95.58.86.54,1
95.6.16.145,4
95.67.40.135,4
95.67.79.82,1
95.71.149.6,2
95.78.161.39,4
96.16.153.170,1
96.16.79.82,1
96.17.102.31,1
96.43.104.252,4
96.57.36.42,1
96.66.25.17,3
96.67.34.199,1
96.7.48.63,1
97.76.12.186,2
97.77.39.118,1
97.92.104.246,1
98.100.152.66,4
98.138.49.92,1
98.139.225.35,1
98.139.28.141,1
98.142.110.66,4
98.209.125.19,1
99.229.42.185,1
104.16.146.229,1
104.16.160.13,1
104.16.162.13,1
104.16.164.13,1
104.16.5.159,1
104.160.64.30,1
104.17.175.200,1
104.17.176.200,1
104.17.177.200,1
104.17.178.200,1
104.17.179.200,1
104.18.33.186,1
104.196.121.170,1
104.196.173.14,1
104.196.173.4,1
104.196.176.36,1
104.196.212.162,1
104.196.97.66,1
104.196.98.113,1
104.24.110.169,1
104.244.43.177,1
104.244.43.209,1
104.31.74.124,1
104.31.75.124,1
107.22.140.69,1
107.22.187.194,1
107.22.216.68,1
107.22.242.114,1
108.168.218.170,1
108.168.218.173,1
120.50.136.181,1
122.9.245.150,1
13.107.18.11,1
13.107.43.11,1
13.32.16.11,1
13.33.160.40,1
13.33.164.216,1
13.33.164.228,1
13.33.164.37,1
13.33.164.38,1
13.33.164.91,1
13.33.165.72,1
13.56.126.150,1
13.78.235.126,1
13.89.185.177,1
131.202.240.17,1
131.202.242.193,1
131.253.61.64,1
131.253.61.66,1
131.253.61.68,1
131.253.61.70,1
131.253.61.82,1
131.253.61.84,1
131.253.61.86,1
131.253.61.98,1
138.108.6.20,1
138.197.51.123,1
138.201.8.30,1
144.217.101.180,1
146.20.133.105,1
146.255.103.33,1
147.203.60.11,1
149.202.93.239,1
149.56.163.21,1
149.56.163.33,1
149.56.163.51,1
149.56.163.53,1
15.73.200.26,1
151.101.32.233,1
151.101.65.69,1
151.101.66.49,1
151.139.236.237,1
152.195.14.100,1
152.195.32.110,1
152.195.32.132,1
158.69.27.22,1
159.127.42.105,1
159.127.42.158,1
159.127.42.204,1
159.127.42.76,1
162.208.117.11,1
162.208.20.184,1
162.208.22.39,1
162.252.73.8,1
166.78.139.188,1
169.45.72.149,1
169.45.72.153,1
169.54.33.175,1
169.54.33.189,1
169.55.70.149,1
169.55.70.175,1
169.55.70.195,1
169.55.70.244,1
172.217.13.74,1
172.217.17.67,1
172.217.20.35,1
172.217.7.142,1
172.82.206.16,1
173.192.91.155,1
173.192.91.158,1
173.194.68.156,1
173.241.242.143,1
173.241.242.220,1
173.241.244.143,1
173.241.244.220,1
178.250.0.77,1
178.250.0.85,1
18.217.166.230,1
184.72.248.115,1
184.73.155.237,1
184.73.198.158,1
185.235.85.232,1
185.235.85.75,1
185.54.150.19,1
185.93.1.12,1
185.93.1.4,1
192.30.253.113,1
192.33.31.161,1
192.35.249.120,1
192.65.229.43,1
192.99.44.208,1
195.209.111.17,1
198.11.132.250,1
198.51.152.178,1
198.51.152.179,1
198.51.152.183,1
198.8.70.128,1
199.166.0.200,1
199.38.165.26,1
199.38.165.28,1
199.38.167.128,1
199.38.167.129,1
199.38.167.202,1
199.38.167.209,1
199.59.149.243,1
204.13.197.71,1
204.13.197.86,1
204.154.111.108,1
204.154.111.109,1
204.154.111.110,1
204.154.111.114,1
204.154.111.116,1
204.154.111.118,1
204.154.111.119,1
204.154.111.121,1
204.154.111.122,1
204.154.111.131,1
204.154.111.134,1
204.2.197.201,1
204.2.197.211,1
204.2.197.214,1
204.238.82.5,1
204.79.197.203,1
205.186.147.63,1
205.218.48.210,1
205.247.120.100,1
208.101.15.35,1
208.111.131.129,1
208.111.135.1,1
208.111.161.154,1
208.43.71.132,1
208.89.12.87,1
209.15.36.32,1
209.204.227.238,1
209.85.203.121,1
209.85.203.19,1
212.199.163.170,1
213.155.156.185,1
216.155.194.56,1
216.168.252.240,1
216.184.8.41,1
216.200.232.114,1
216.200.232.172,1
216.200.232.185,1
216.200.232.195,1
216.200.232.201,1
216.200.232.216,1
216.58.209.131,1
216.58.211.169,1
216.58.217.162,1
216.58.217.170,1
216.58.217.74,1
216.92.2.155,1
217.10.139.198,1
224.0.0.22,0
224.0.0.252,0
23.15.7.121,1
23.15.7.136,1
23.15.7.144,1
23.21.170.133,1
23.21.185.100,1
23.218.55.94,1
23.227.37.162,1
23.227.55.162,1
23.23.232.167,1
23.23.76.125,1
23.23.99.109,1
23.36.32.155,1
23.36.92.19,1
23.92.190.68,1
23.92.190.69,1
23.92.190.74,1
239.255.255.250,1
34.192.139.216,1
34.193.235.26,1
34.194.105.86,1
34.194.227.0,1
34.194.91.245,1
34.195.142.8,1
34.195.146.49,1
34.197.14.68,1
34.198.108.15,1
34.198.112.216,1
34.198.134.222,1
34.198.61.240,1
34.199.135.89,1
34.199.199.109,1
34.201.37.24,1
34.202.15.38,1
34.203.99.28,1
34.204.79.15,1
34.205.1.52,1
34.207.165.252,1
34.213.198.1,1
34.224.133.46,1
34.224.157.199,1
34.227.203.141,1
34.230.178.190,1
34.231.128.133,1
34.232.28.246,1
34.233.138.21,1
34.233.216.98,1
34.233.94.222,1
34.234.168.117,1
34.235.65.10,1
34.235.70.86,1
34.236.183.236,1
34.236.96.209,1
34.237.234.255,1
34.238.24.243,1
34.239.169.214,1
35.168.153.218,1
35.170.15.15,1
35.170.72.196,1
35.185.110.45,1
35.185.57.166,1
35.185.64.230,1
35.185.66.230,1
35.185.82.249,1
35.186.161.59,1
35.190.139.114,1
35.190.152.89,1
35.190.165.235,1
35.190.189.144,1
35.196.173.150,1
35.196.63.76,1
40.69.222.109,1
40.77.228.92,1
40.79.85.125,1
45.32.138.106,1
45.32.138.210,1
46.236.32.132,1
5.196.119.249,1
50.116.194.21,1
50.116.194.23,1
50.17.228.201,1
50.19.51.56,1
50.31.185.52,1
50.63.202.25,1
50.97.130.118,1
52.0.228.151,1
52.0.88.153,1
52.1.135.132,1
52.165.231.192,1
52.17.86.110,1
52.183.114.173,1
52.2.254.235,1
52.200.15.156,1
52.203.90.24,1
52.203.95.194,1
52.204.61.141,1
52.207.123.112,1
52.21.113.122,1
52.210.28.195,1
52.216.162.179,1
52.218.144.63,1
52.218.160.47,1
52.218.192.115,1
52.218.192.195,1
52.218.192.203,1
52.218.192.211,1
52.218.193.203,1
52.218.193.227,1
52.218.200.19,1
52.218.200.43,1
52.218.200.75,1
52.218.209.203,1
52.222.218.60,1
52.3.10.212,1
52.3.17.42,1
52.3.87.23,1
52.4.13.198,1
52.4.79.23,1
52.44.223.121,1
52.44.28.158,1
52.45.55.98,1
52.5.199.57,1
52.5.72.221,1
52.54.21.20,1
52.55.152.195,1
52.6.211.205,1
52.6.212.75,1
52.6.225.23,1
52.7.168.73,1
52.70.92.239,1
52.72.180.251,1
52.72.229.26,1
52.73.178.249,1
52.73.182.32,1
52.73.71.163,1
52.84.118.230,1
52.84.118.27,1
52.84.121.235,1
52.84.128.108,1
52.84.128.155,1
52.84.128.26,1
52.84.14.161,1
52.84.14.214,1
52.84.5.239,1
52.84.57.12,1
52.84.63.124,1
52.84.63.179,1
52.84.63.197,1
52.84.64.114,1
52.84.64.12,1
52.84.64.156,1
52.84.64.173,1
52.84.64.199,1
52.84.64.204,1
52.84.64.210,1
52.84.64.225,1
52.84.64.240,1
52.84.64.47,1
52.84.64.5,1
52.84.64.72,1
52.84.64.75,1
52.84.64.84,1
52.84.7.136,1
52.84.7.217,1
52.85.101.127,1
52.85.101.221,1
52.85.101.5,1
52.85.112.18,1
52.85.112.246,1
52.85.130.119,1
52.85.131.202,1
52.85.131.209,1
52.85.131.221,1
52.85.131.84,1
52.85.133.160,1
52.85.133.209,1
52.85.221.50,1
52.85.89.117,1
52.85.89.121,1
