,cluster_kmeans
52.55.157.151,6
52.55.210.111,6
52.55.59.72,6
52.6.111.117,6
52.6.122.47,6
52.6.188.109,6
52.6.221.9,6
52.6.253.19,6
52.6.36.75,6
52.6.70.163,6
52.7.205.39,6
52.7.27.180,6
52.70.125.189,6
52.70.65.130,6
52.71.106.106,6
52.71.116.75,6
52.71.12.60,6
52.71.178.67,6
52.71.183.195,6
52.71.210.195,6
52.71.215.87,6
52.71.22.198,6
52.71.49.201,6
52.71.49.59,6
52.72.156.243,6
52.72.162.120,6
52.72.174.0,6
52.72.180.251,6
52.72.229.231,6
52.72.24.181,6
52.72.241.201,6
52.72.251.196,6
52.72.68.40,6
52.73.21.18,6
52.73.225.56,6
52.73.230.99,6
52.73.250.52,6
52.73.29.133,6
52.73.39.201,6
52.73.52.92,6
52.73.61.178,6
52.73.71.7,6
52.73.77.245,6
52.77.250.219,2
52.84.0.135,6
52.84.1.101,6
52.84.116.206,6
52.84.117.201,6
52.84.118.102,6
52.84.118.104,6
52.84.118.108,6
52.84.118.118,6
52.84.118.133,6
52.84.118.137,6
52.84.118.149,6
52.84.118.182,6
52.84.118.219,6
52.84.118.227,6
52.84.118.230,6
52.84.118.27,6
52.84.118.4,6
52.84.118.45,6
52.84.118.54,6
52.84.118.6,6
52.84.118.7,6
52.84.118.72,6
52.84.118.78,6
52.84.118.91,6
52.84.121.137,6
52.84.121.235,6
52.84.122.201,6
52.84.124.151,6
52.84.124.172,6
52.84.124.233,6
52.84.124.94,6
52.84.128.100,6
52.84.128.108,6
52.84.128.109,6
52.84.128.136,6
52.84.128.141,6
52.84.128.142,6
52.84.128.146,6
52.84.128.155,6
52.84.128.165,6
52.84.128.166,6
52.84.128.170,6
52.84.128.176,6
52.84.128.179,6
52.84.128.182,6
52.84.128.190,6
52.84.128.192,6
52.84.128.202,6
52.84.128.213,6
52.84.128.221,6
52.84.128.232,6
52.84.128.233,6
52.84.128.246,6
52.84.128.253,6
52.84.128.26,6
52.84.128.37,6
52.84.128.41,6
52.84.128.75,6
52.84.128.76,6
52.84.128.8,6
52.84.128.87,6
52.84.14.107,6
52.84.14.108,6
52.84.14.118,6
52.84.14.125,6
52.84.14.17,6
52.84.14.173,6
52.84.14.174,6
52.84.14.211,6
52.84.14.214,6
52.84.14.219,6
52.84.14.221,6
52.84.14.25,6
52.84.14.58,6
52.84.14.76,6
52.84.14.90,6
52.84.14.97,6
52.84.2.187,6
52.84.2.245,6
52.84.4.225,6
52.84.5.239,6
52.84.56.161,6
52.84.57.12,6
52.84.58.225,6
52.84.6.193,6
52.84.6.211,6
52.84.60.216,6
52.84.62.243,6
52.84.62.68,6
52.84.63.11,6
52.84.63.123,6
52.84.63.124,6
52.84.63.13,6
52.84.63.134,6
52.84.63.149,6
52.84.63.150,6
52.84.63.176,6
52.84.63.179,6
52.84.63.183,6
52.84.63.197,6
52.84.63.2,6
52.84.63.202,6
52.84.63.221,6
52.84.63.233,6
52.84.63.235,6
52.84.63.236,6
52.84.63.253,6
52.84.63.36,6
52.84.63.55,6
52.84.63.57,6
52.84.63.61,6
52.84.63.66,6
52.84.63.83,6
52.84.64.108,6
52.84.64.11,6
52.84.64.111,6
52.84.64.113,6
52.84.64.114,6
52.84.64.116,6
52.84.64.12,6
52.84.64.120,6
52.84.64.123,6
52.84.64.135,6
52.84.64.136,6
52.84.64.139,6
52.84.64.141,6
52.84.64.156,6
52.84.64.159,6
52.84.64.162,6
52.84.64.173,6
52.84.64.18,6
52.84.64.193,6
52.84.64.195,6
52.84.64.198,6
52.84.64.199,6
52.84.64.204,6
52.84.64.210,6
52.84.64.211,6
52.84.64.216,6
52.84.64.224,6
52.84.64.225,6
52.84.64.226,6
52.84.64.240,6
52.84.64.249,6
52.84.64.25,6
52.84.64.250,6
52.84.64.254,6
52.84.64.32,6
52.84.64.39,6
52.84.64.4,6
52.84.64.47,6
52.84.64.48,6
52.84.64.5,6
52.84.64.69,6
52.84.64.72,6
52.84.64.74,6
52.84.64.75,6
52.84.64.76,6
52.84.64.79,6
52.84.64.84,6
52.84.64.89,6
52.84.65.141,6
52.84.67.200,6
52.84.7.116,6
52.84.7.136,6
52.84.7.141,6
52.84.7.147,6
52.84.7.182,6
52.84.7.217,6
52.84.7.25,6
52.84.7.42,6
52.84.7.68,6
52.84.8.236,6
52.85.101.127,6
52.85.101.134,6
52.85.101.166,6
52.85.101.221,6
52.85.101.254,6
52.85.101.5,6
52.85.101.63,6
52.85.112.103,6
52.85.112.106,6
52.85.112.117,6
52.85.112.147,6
52.85.112.169,6
52.85.112.18,6
52.85.112.180,6
52.85.112.20,6
52.85.112.209,6
52.85.112.237,6
52.85.112.246,6
52.85.112.253,6
52.85.112.48,6
52.85.112.95,6
52.85.117.105,6
52.85.117.137,6
52.85.117.140,6
52.85.117.168,6
52.85.117.175,6
52.85.117.196,6
52.85.117.225,6
52.85.117.230,6
52.85.117.241,6
52.85.117.70,6
52.85.117.75,6
52.85.117.82,6
52.85.117.96,6
52.85.130.119,6
52.85.131.106,6
52.85.131.109,6
52.85.131.120,6
52.85.131.123,6
52.85.131.138,6
52.85.131.14,6
52.85.131.140,6
52.85.131.152,6
52.85.131.172,6
52.85.131.177,6
52.85.131.193,6
52.85.131.196,6
52.85.131.201,6
52.85.131.202,6
52.85.131.205,6
52.85.131.209,6
52.85.131.21,6
52.85.131.213,6
52.85.131.22,6
52.85.131.221,6
52.85.131.230,6
52.85.131.236,6
52.85.131.242,6
52.85.131.25,6
52.85.131.252,6
52.85.131.254,6
52.85.131.34,6
52.85.131.35,6
52.85.131.39,6
52.85.131.57,6
52.85.131.60,6
52.85.131.62,6
52.85.131.74,6
52.85.131.77,6
52.85.131.81,6
52.85.131.84,6
52.85.133.101,6
52.85.133.134,6
52.85.133.140,6
52.85.133.148,6
52.85.133.155,6
52.85.133.160,6
52.85.133.164,6
52.85.133.195,6
52.85.133.209,6
52.85.133.227,6
52.85.133.231,6
52.85.133.237,6
52.85.133.32,6
52.85.133.35,6
52.85.133.41,6
52.85.133.44,6
52.85.133.46,6
52.85.133.49,6
52.85.133.5,6
52.85.133.6,6
52.85.133.70,6
52.85.133.73,6
52.85.133.74,6
52.85.133.79,6
52.85.133.91,6
52.85.146.164,6
52.85.146.207,6
52.85.236.32,6
52.85.88.163,6
52.85.88.72,6
52.85.89.10,6
52.85.89.106,6
52.85.89.109,6
52.85.89.117,6
52.85.89.120,6
52.85.89.121,6
52.85.89.125,6
52.85.89.13,6
52.85.89.138,6
52.85.89.142,6
52.85.89.149,6
52.85.89.164,6
52.85.89.171,6
52.85.89.177,6
52.85.89.182,6
52.85.89.188,6
52.85.89.2,6
52.85.89.204,6
52.85.89.206,6
52.85.89.21,6
52.85.89.214,6
52.85.89.215,6
52.85.89.22,6
52.85.89.224,6
52.85.89.227,6
52.85.89.236,6
52.85.89.237,6
52.85.89.241,6
52.85.89.243,6
52.85.89.41,6
52.85.89.60,6
52.85.89.61,6
52.85.89.62,6
52.85.89.63,6
52.85.89.77,6
52.85.89.83,6
52.85.89.84,6
52.85.89.87,6
52.85.89.88,6
52.85.89.93,6
52.85.90.105,6
52.85.90.109,6
52.85.90.161,6
52.85.90.181,6
52.85.90.188,6
52.85.90.189,6
52.85.90.190,6
52.85.90.191,6
52.85.90.214,6
52.85.90.22,6
52.85.90.233,6
52.85.90.240,6
52.85.90.248,6
52.85.90.250,6
52.85.90.4,6
52.85.90.40,6
52.85.90.42,6
52.85.90.43,6
52.85.90.57,6
52.85.90.58,6
52.85.90.63,6
52.85.90.66,6
52.85.90.74,6
52.85.90.75,6
52.85.90.78,6
52.85.90.80,6
52.85.90.83,6
52.85.90.96,6
52.86.189.192,6
52.86.210.189,6
52.86.222.56,6
52.86.241.150,6
52.86.52.30,6
52.86.79.146,6
52.87.101.173,6
52.87.134.6,6
52.87.45.28,6
52.87.70.148,6
52.89.179.237,6
52.91.99.99,6
52.94.234.174,6
52.94.236.123,6
54.145.132.31,6
54.148.131.146,6
54.148.143.136,6
54.148.174.87,6
54.149.157.37,6
54.149.36.237,6
54.149.52.189,6
54.152.105.183,6
54.152.213.73,6
54.152.215.30,6
54.152.238.48,6
54.152.68.172,6
54.154.2.40,6
54.154.36.248,6
54.159.13.162,6
54.163.245.237,6
54.164.0.122,6
54.164.192.200,6
54.164.214.251,6
54.164.34.249,6
54.164.45.172,6
54.165.244.228,6
54.165.251.1,6
54.165.58.2,6
54.165.91.238,6
54.171.219.206,6
54.171.240.28,6
54.171.60.23,6
54.172.251.173,6
54.173.194.214,6
54.173.195.187,6
54.173.200.210,6
54.173.246.88,6
54.173.248.228,6
54.173.43.219,6
54.173.6.252,6
54.173.72.145,6
54.174.111.215,6
54.174.223.205,6
54.174.229.179,6
54.174.92.97,6
54.175.13.142,6
54.175.43.49,6
54.175.59.203,6
54.175.85.243,6
54.183.87.31,6
54.186.115.190,6
54.186.163.23,0
54.186.80.147,6
54.191.181.52,6
54.191.241.246,6
54.191.37.101,6
54.192.192.114,6
54.192.192.192,6
54.192.193.244,6
54.192.193.78,6
54.192.37.141,6
54.192.37.15,6
54.192.37.160,6
54.192.37.177,6
54.192.37.20,6
54.192.37.208,6
54.192.37.218,6
54.192.37.86,6
54.192.38.27,6
54.192.38.43,6
54.192.39.19,6
54.192.53.212,6
54.192.53.65,6
54.192.54.224,6
54.192.54.31,6
54.192.88.25,6
54.192.88.45,6
54.192.89.231,6
54.192.90.47,6
54.192.91.187,6
54.192.91.195,6
54.196.40.138,2
54.197.254.72,6
54.197.255.0,6
54.197.255.58,6
54.200.77.218,6
54.201.219.125,6
54.201.62.3,6
54.208.18.17,6
54.208.240.224,6
54.208.250.50,6
54.209.114.22,6
54.209.115.132,6
54.209.222.211,6
54.209.6.94,6
54.209.92.179,6
54.210.11.235,6
54.210.118.128,6
54.210.189.240,6
54.210.235.122,6
54.213.128.137,6
54.213.229.227,6
54.213.24.51,6
54.217.209.37,6
54.218.68.254,6
54.221.205.176,6
54.221.207.32,6
54.221.218.84,6
54.225.140.67,6
54.225.141.81,6
54.225.144.70,6
54.225.159.132,6
54.225.160.173,6
54.225.162.56,6
54.225.172.27,6
54.225.173.218,6
54.225.182.172,6
54.225.186.212,6
54.225.203.48,6
54.225.214.175,6
54.225.224.88,6
54.225.91.189,6
54.227.237.11,6
54.228.244.151,6
54.229.100.74,6
54.229.3.11,6
54.230.127.231,6
54.230.193.112,6
54.230.195.212,6
54.230.36.67,6
54.230.52.154,6
54.230.55.170,6
54.230.55.188,6
54.230.55.97,6
54.230.88.216,6
54.230.89.5,6
54.231.11.147,6
54.231.120.66,6
54.231.121.42,6
54.231.41.91,6
54.231.72.251,6
54.231.82.124,6
54.231.98.176,6
54.235.130.94,6
54.235.162.117,6
54.235.189.165,6
54.235.85.163,6
54.235.89.55,6
54.235.95.140,6
54.235.98.167,6
54.236.103.50,6
54.236.179.153,6
54.236.191.55,6
54.236.222.192,6
54.236.93.239,6
54.239.152.231,6
54.239.28.235,6
54.239.29.3,6
54.240.190.61,6
54.240.190.63,10
54.243.105.30,6
54.243.123.68,6
54.243.144.151,6
54.243.144.32,6
54.243.163.160,6
54.243.166.185,6
54.243.166.8,6
54.243.171.199,6
54.243.197.174,6
54.243.21.19,6
54.243.228.48,6
54.243.241.163,6
54.243.242.108,6
54.243.250.63,6
54.243.252.92,6
54.243.254.17,6
54.243.41.247,6
54.243.41.32,6
54.243.45.39,6
54.243.72.161,6
54.243.73.41,6
54.68.190.102,6
54.69.100.200,6
54.69.171.219,6
54.69.171.226,6
54.69.20.216,6
54.69.50.251,6
54.76.209.34,6
54.76.25.59,6
54.76.38.237,6
54.76.63.217,6
54.77.155.63,6
54.77.97.180,6
54.81.202.245,6
54.81.223.182,6
54.82.121.28,6
54.82.158.42,6
54.82.211.37,6
54.83.188.123,6
54.83.191.156,6
54.84.179.77,6
54.84.207.177,6
54.84.28.56,6
54.84.31.21,6
54.84.69.113,6
54.84.95.204,6
54.85.113.210,6
54.85.142.113,6
54.85.210.22,6
54.85.47.39,6
54.85.75.70,6
54.85.83.207,6
54.86.118.146,6
54.86.123.169,6
54.86.147.193,6
54.86.197.9,6
54.86.210.165,6
54.86.40.179,6
54.86.47.4,6
54.86.56.55,6
54.87.245.120,6
54.87.70.165,6
54.88.29.244,6
58.136.93.150,2
58.157.42.125,1
58.162.144.216,6
58.185.29.178,6
58.218.199.221,6
58.26.203.58,1
58.27.46.30,2
58.56.9.106,2
58.56.96.27,2
58.56.96.28,2
58.62.199.159,6
58.64.10.254,0
58.65.245.234,2
58.68.20.150,0
58.71.15.209,2
58.71.62.21,2
58.97.100.186,2
59.120.19.123,2
59.125.89.219,2
59.144.10.121,2
59.144.126.39,1
59.145.105.253,0
59.152.109.141,2
59.46.162.178,2
59.60.31.217,6
59.97.255.232,2
60.163.30.37,2
60.174.69.158,6
60.181.156.38,6
60.190.222.67,1
60.191.149.99,1
60.191.38.77,6
60.191.38.78,6
60.249.250.46,1
60.250.200.217,0
61.0.235.90,2
61.131.207.66,1
61.131.207.80,0
61.14.229.230,2
61.144.79.174,2
61.172.243.225,6
61.19.104.78,0
61.19.251.106,6
61.19.80.99,2
61.2.14.14,1
61.203.55.158,6
61.62.184.231,0
61.62.246.109,2
61.8.129.66,0
62.114.123.28,0
62.117.117.106,1
62.149.73.179,0
62.149.99.219,0
62.149.99.239,0
62.176.18.195,6
62.176.81.205,0
62.182.76.68,2
62.183.126.27,2
62.183.2.131,2
62.210.124.235,3
62.232.186.78,1
62.38.106.33,6
63.130.78.30,6
63.134.242.15,6
63.140.32.252,6
63.140.54.191,6
63.141.142.121,6
63.146.120.177,6
63.241.180.196,1
63.251.210.233,6
63.251.88.51,6
63.251.88.56,6
63.251.98.12,6
64.183.59.42,2
64.255.128.138,6
64.30.224.172,6
64.30.230.22,6
64.69.216.108,6
64.69.216.234,6
64.71.33.87,6
64.90.206.119,6
65.132.24.137,2
65.158.47.45,6
65.158.47.56,6
65.158.47.72,6
65.158.47.99,6
65.255.120.56,6
65.46.163.230,2
65.52.1.22,6
65.55.44.108,10
65.55.44.109,10
65.99.228.20,6
66.102.7.159,6
66.150.118.13,6
66.150.118.16,6
66.150.118.19,6
66.150.118.20,6
66.150.118.24,6
66.150.118.27,6
66.150.118.31,6
66.150.118.33,6
66.150.118.35,6
66.150.118.36,6
66.150.118.38,6
66.150.118.44,6
66.150.118.45,6
66.150.118.52,6
66.150.118.60,6
66.150.118.62,6
66.150.118.66,6
66.150.121.21,6
66.162.234.202,6
66.171.241.110,6
66.192.199.154,6
66.218.72.112,6
66.23.227.15,6
66.235.138.195,6
66.235.139.19,6
66.235.139.207,6
66.235.141.146,6
66.235.144.193,6
66.235.144.249,6
66.235.146.77,6
66.235.147.236,6
66.235.147.237,6
66.235.147.238,6
66.235.147.240,6
66.235.147.244,6
66.235.147.246,6
66.235.153.38,6
66.240.236.119,6
66.249.83.67,6
66.60.112.42,6
66.70.160.144,6
66.85.157.69,2
66.96.149.1,6
67.139.146.20,6
67.216.174.244,1
67.227.156.183,10
68.143.166.18,6
68.235.38.133,2
68.64.209.254,6
68.67.153.75,6
68.67.178.108,6
68.67.178.109,6
68.67.178.110,6
68.67.178.137,6
68.67.178.196,6
69.128.116.250,6
69.147.92.11,6
69.147.92.12,6
69.172.216.111,6
69.172.216.58,6
69.31.29.62,6
69.49.100.146,6
69.49.100.147,6
69.64.94.141,6
69.89.69.121,6
70.28.71.45,6
71.1.214.19,2
71.40.80.59,1
71.43.207.243,1
71.6.135.131,6
71.78.8.242,2
71.9.156.30,6
72.139.0.114,6
72.165.185.54,6
72.167.239.239,5
72.21.202.25,6
72.21.81.200,6
72.21.91.110,6
72.21.91.113,6
72.21.91.187,6
72.21.91.29,5
72.21.91.41,6
72.21.91.42,6
72.21.91.66,6
72.21.91.70,10
72.213.94.219,6
72.247.176.85,6
72.247.8.180,6
72.30.2.182,6
72.38.71.6,6
72.38.76.18,6
72.94.32.44,6
74.117.199.102,6
74.117.206.64,6
74.117.206.68,10
74.119.119.65,6
74.119.119.66,6
74.119.119.68,6
74.119.119.69,6
74.119.119.70,6
74.119.119.76,6
74.119.119.79,6
74.119.119.84,6
74.119.119.96,6
74.122.121.120,2
74.125.28.103,6
74.125.28.104,6
74.125.28.105,6
74.125.28.106,6
74.125.28.147,6
74.125.28.94,6
74.125.28.99,6
74.191.95.117,2
74.208.246.208,6
74.217.34.21,6
74.217.43.75,6
74.217.66.160,6
74.242.236.227,6
74.6.137.78,6
74.63.151.6,2
74.63.250.125,0
74.77.225.160,2
74.87.136.142,6
74.87.88.130,0
76.201.82.169,6
76.79.177.226,0
76.79.73.202,0
77.106.244.219,2
77.222.106.20,2
77.222.109.243,1
77.222.116.238,2
77.222.97.76,2
77.222.97.82,2
77.243.191.18,6
77.243.191.21,3
77.243.191.23,3
77.52.58.9,2
77.72.82.125,6
77.72.82.135,6
77.72.82.145,6
77.72.82.147,6
77.72.82.57,6
77.72.82.72,6
77.72.82.80,6
77.72.82.92,6
77.72.82.96,6
77.72.82.98,6
77.72.85.103,6
77.72.85.14,9
77.72.85.17,6
77.87.103.95,2
77.88.5.37,6
77.91.195.53,0
78.131.58.254,6
78.137.72.61,6
78.186.41.101,0
78.187.109.9,1
78.189.95.64,1
78.26.151.25,6
78.31.64.142,2
78.38.35.2,2
78.56.177.118,2
79.124.31.19,6
79.125.109.180,6
79.142.88.110,6
79.173.195.155,2
79.174.248.227,0
79.183.116.39,6
79.53.43.134,0
8.2.208.240,6
8.253.185.95,6
8.33.33.17,6
8.41.222.241,6
8.43.72.112,6
8.43.72.113,6
8.43.72.21,6
8.43.72.22,6
8.43.72.24,6
8.43.72.32,6
8.43.72.34,6
8.43.72.42,6
8.43.72.44,6
8.43.72.47,6
8.43.72.52,6
8.43.72.54,6
8.43.72.62,6
8.43.72.64,6
8.43.72.67,6
8.43.72.72,6
8.43.72.97,6
8.43.72.98,6
80.211.129.111,6
80.211.191.142,6
80.252.136.221,2
80.252.147.210,1
80.29.122.27,1
80.54.193.82,6
80.67.220.61,2
80.79.241.50,1
80.91.190.168,1
81.143.44.249,2
81.17.31.250,6
81.177.48.80,1
81.198.216.111,0
81.213.241.153,0
81.219.150.218,2
81.24.89.125,0
81.28.173.115,6
81.30.208.11,0
81.88.144.84,0
81.88.195.122,2
82.11.79.37,2
82.112.186.162,2
82.117.215.70,2
82.138.49.230,0
82.138.49.240,1
82.142.159.122,2
82.204.242.34,2
82.207.72.94,2
82.208.180.67,2
82.248.92.216,2
82.37.247.211,6
82.81.81.30,6
83.110.96.154,2
83.110.97.110,2
83.136.241.54,0
83.149.44.240,2
83.149.45.235,0
83.149.47.190,1
83.149.47.210,6
83.169.216.229,2
83.234.14.87,6
84.201.133.15,6
84.22.167.61,6
84.235.90.41,2
84.46.241.9,2
84.51.15.34,2
85.105.155.216,6
85.105.86.248,6
85.111.77.177,2
85.117.93.55,0
85.130.87.167,0
85.132.5.14,2
85.133.184.230,6
85.174.84.86,2
85.175.72.123,0
85.218.242.8,1
85.43.248.121,2
85.95.188.66,2
85.98.45.109,1
86.105.196.29,6
86.108.90.112,0
86.62.121.138,0
86.96.196.62,6
87.117.6.207,1
87.190.30.42,2
87.229.10.80,6
88.118.203.124,0
88.12.41.86,2
88.135.124.169,1
88.147.173.191,1
88.200.166.18,2
88.206.61.255,1
88.221.88.22,6
88.247.90.138,2
88.255.159.106,1
88.255.228.21,0
88.255.251.92,0
88.255.50.192,1
88.255.50.200,0
88.255.50.204,1
88.255.66.71,0
88.255.66.78,2
88.87.200.58,2
89.109.236.207,0
89.151.179.45,2
89.163.206.220,6
89.165.6.48,6
89.165.8.72,1
89.178.78.158,0
89.19.111.196,2
89.207.108.59,2
89.215.250.83,1
89.218.69.2,0
89.218.85.190,2
89.22.171.56,1
89.227.205.106,2
89.232.71.17,1
91.105.76.245,0
91.108.153.67,6
91.126.105.227,2
91.134.201.59,6
91.140.242.1,2
91.184.87.253,2
91.185.10.42,2
91.185.2.34,1
91.191.19.129,0
91.193.172.153,2
91.195.137.191,2
91.202.165.170,0
91.205.236.98,1
91.207.54.2,6
91.215.69.227,2
91.219.56.102,2
91.219.56.105,1
91.22.112.53,6
91.221.42.85,0
91.228.236.128,0
91.228.50.35,0
91.237.182.72,1
91.243.196.38,1
91.98.69.177,2
91.98.70.153,2
92.106.104.13,6
92.112.171.185,0
92.114.138.237,0
92.115.191.178,0
92.123.102.157,6
92.123.244.134,6
92.222.205.153,6
92.223.231.190,10
92.248.239.77,0
92.252.143.221,1
92.45.199.113,6
92.45.52.78,1
93.114.130.163,2
93.119.213.27,2
93.158.161.121,6
93.158.246.28,2
93.163.74.58,2
93.170.206.166,0
93.183.216.136,6
93.184.216.172,6
93.184.216.180,6
93.184.216.182,6
93.185.67.74,2
93.254.26.241,6
93.61.99.94,6
93.62.229.194,2
93.65.186.41,1
93.80.174.180,0
93.80.204.154,2
93.80.29.108,1
94.100.93.164,2
94.130.104.11,6
94.137.9.242,2
94.189.156.204,2
94.197.121.238,0
94.21.221.6,1
94.230.44.120,0
94.232.104.21,2
94.25.169.210,0
94.25.8.218,1
94.29.126.2,2
94.31.29.138,6
94.31.29.16,10
94.31.29.249,6
94.31.29.254,6
94.31.29.54,6
94.31.29.64,10
94.75.155.180,0
94.97.121.101,1
94.97.252.75,2
94.97.86.51,2
94.97.88.253,2
95.0.136.162,2
95.0.185.19,1
95.104.118.78,2
95.107.177.17,2
95.135.227.63,2
95.143.206.12,2
95.165.185.158,6
95.181.2.87,0
95.215.176.83,2
95.215.244.59,2
95.241.16.109,1
95.255.30.43,1
95.27.41.119,0
95.29.48.110,0
95.31.173.132,2
95.57.200.90,2
95.58.86.54,0
95.71.149.6,0
95.78.161.39,0
95.9.184.248,0
96.16.153.170,6
96.16.79.82,10
96.17.102.31,6
96.229.134.61,0
96.239.31.34,6
96.45.203.50,6
96.57.36.42,6
96.66.25.17,3
96.67.34.199,6
96.7.48.63,6
97.77.39.118,6
97.92.104.246,6
98.139.225.35,6
98.139.28.141,6
98.14.143.32,0
98.142.110.66,1
98.209.125.19,6
99.229.42.185,6
104.16.146.229,6
104.16.147.229,6
104.16.162.13,6
104.16.164.13,6
104.17.175.200,6
104.17.176.200,6
104.17.177.200,6
104.17.178.200,6
104.17.179.200,6
104.196.142.56,6
104.196.173.14,6
104.196.173.4,6
104.196.212.162,6
104.196.28.5,6
104.20.150.16,6
104.20.2.40,6
104.20.3.40,6
104.20.52.8,6
104.244.43.145,6
104.244.46.135,6
104.25.114.47,6
104.67.89.115,6
104.96.221.163,6
107.150.101.156,6
107.178.242.85,6
107.22.140.69,6
107.22.187.51,6
107.22.191.190,6
107.23.151.76,6
107.23.18.97,6
107.23.250.236,6
108.168.218.173,6
122.9.245.150,6
13.107.4.50,6
13.32.16.11,6
13.33.164.139,6
13.33.213.228,6
13.56.126.150,6
13.78.235.126,6
13.89.190.129,6
131.202.240.17,6
131.202.242.193,6
131.253.61.100,6
131.253.61.102,6
131.253.61.64,6
131.253.61.66,6
131.253.61.68,6
131.253.61.70,6
131.253.61.80,6
131.253.61.82,6
131.253.61.84,6
131.253.61.86,6
136.147.104.33,6
137.74.93.115,6
138.108.6.20,6
138.108.7.20,6
138.197.51.123,6
139.162.11.86,6
139.162.30.99,6
14.128.26.213,6
141.170.25.54,6
144.217.71.95,6
146.255.103.33,6
147.203.60.11,6
148.251.180.35,6
149.202.93.239,6
149.56.163.23,6
149.56.163.51,6
149.56.163.52,6
151.101.200.143,6
151.101.201.194,6
151.101.33.194,6
151.101.33.198,6
151.139.236.237,6
152.163.50.3,6
152.195.14.100,6
157.238.141.65,6
158.69.125.198,6
158.69.27.22,6
159.127.42.201,6
159.127.42.236,6
159.127.42.41,6
159.127.42.73,6
162.208.117.11,6
162.208.22.39,6
162.248.181.198,6
166.78.139.188,6
167.114.210.7,6
169.45.72.149,6
169.54.33.135,6
169.54.33.150,6
169.54.33.151,6
169.54.33.176,6
169.54.33.178,6
169.54.33.182,6
169.54.33.187,6
169.54.33.206,6
169.55.70.149,6
169.55.70.153,6
169.55.70.175,6
169.55.70.244,6
172.217.15.98,6
172.217.17.131,6
172.217.3.195,6
172.82.206.16,6
173.192.91.155,6
173.231.178.117,6
173.239.42.214,6
173.241.242.220,6
173.241.244.143,6
173.241.244.220,6
174.129.201.133,6
174.129.208.165,6
174.138.4.150,6
174.143.35.230,6
178.248.233.26,6
18.221.165.54,6
184.72.206.162,6
184.72.236.39,6
184.72.244.217,6
184.73.178.52,6
184.73.198.158,6
184.73.221.50,6
185.167.164.39,6
185.235.85.121,6
185.235.85.202,6
185.88.181.10,6
185.93.1.12,6
188.42.196.115,6
191.232.80.62,6
192.0.76.3,6
192.132.33.27,6
192.99.19.7,6
198.51.152.178,6
198.7.56.229,6
198.8.70.128,6
199.166.0.200,6
199.233.57.21,6
199.38.165.26,6
199.38.165.28,6
199.38.167.129,6
199.38.167.202,6
199.38.167.209,6
203.217.61.45,6
204.13.197.86,6
204.154.111.104,6
204.154.111.105,6
204.154.111.111,6
204.154.111.114,6
204.154.111.115,6
204.154.111.118,6
204.154.111.119,6
204.154.111.120,6
204.154.111.128,6
204.154.111.129,6
204.154.111.134,6
204.154.111.136,6
204.2.197.201,6
204.2.197.211,6
204.238.82.5,6
204.79.197.200,6
205.180.85.137,6
205.180.85.204,6
205.185.216.10,6
205.186.147.63,6
205.217.167.18,6
205.247.120.100,6
207.244.102.142,6
207.244.102.144,6
207.244.94.20,6
208.101.15.34,6
208.111.131.129,6
208.43.71.132,6
208.89.12.153,6
208.89.12.87,6
208.89.12.90,6
208.89.15.153,6
209.15.224.6,6
209.15.36.32,6
209.244.156.19,6
209.85.202.136,6
209.85.203.190,6
209.85.203.84,6
212.199.163.170,6
216.155.194.56,6
216.168.252.240,6
216.200.232.114,6
216.200.232.172,6
216.200.232.195,6
216.200.232.201,6
216.200.232.216,6
216.200.232.234,6
216.200.232.235,6
216.58.198.69,6
216.58.214.227,6
216.92.2.155,6
224.0.0.252,6
23.14.186.68,6
23.15.7.136,6
23.15.7.144,6
23.15.7.96,6
23.15.8.139,6
23.21.113.119,6
23.21.170.133,6
23.21.182.79,6
23.21.209.209,6
23.21.73.247,6
23.227.37.162,6
23.227.55.162,6
23.23.171.237,6
23.23.207.207,6
23.92.189.246,6
23.92.189.247,6
23.92.190.69,6
23.92.190.74,6
23.96.219.104,6
34.194.105.85,6
34.194.125.5,6
34.194.130.198,6
34.194.219.50,6
34.194.227.0,6
34.195.114.203,6
34.195.39.246,6
34.195.8.64,6
34.196.78.94,6
34.196.94.6,6
34.197.11.80,6
34.197.14.68,6
34.197.140.41,6
34.198.128.245,6
34.198.134.222,6
34.200.190.135,6
34.200.222.169,6
34.201.181.71,6
34.201.37.24,6
34.203.58.14,6
34.203.99.28,6
34.205.113.155,6
34.207.165.252,6
34.224.133.46,6
34.224.252.61,6
34.226.31.41,6
34.226.38.126,6
34.226.98.174,6
34.230.158.227,6
34.230.178.190,6
34.232.202.198,6
34.233.214.151,6
34.236.125.246,6
34.237.143.92,6
34.237.202.235,6
34.237.234.255,6
34.239.178.149,6
34.239.56.165,6
34.239.95.72,6
35.162.41.53,6
35.170.3.112,6
35.185.110.45,6
35.185.16.249,6
35.185.32.61,6
35.185.57.166,6
35.185.66.230,6
35.185.67.245,6
35.185.72.233,6
35.185.84.198,6
35.186.161.59,6
35.190.130.252,6
35.190.139.114,6
35.190.152.89,6
35.190.166.46,6
35.195.219.228,6
35.196.63.76,6
35.199.9.99,6
38.126.130.213,6
40.69.216.251,6
40.77.228.92,6
40.79.85.125,6
45.32.138.106,6
45.33.61.48,6
50.116.194.23,6
50.16.227.133,6
50.16.6.87,6
50.17.207.130,6
50.19.83.36,6
